timestamp,source,engine,surface,scenario,language,query,country,city,device,average_position,exact_organic_position,url,title,clicks,impressions,ctr,ai_feature_present,brand_mentioned,domain_cited,citation_url,status,error
2026-07-19T01:20:21.259398+00:00,bing_webmaster,bing,bing_webmaster,,,,,,,,,,,,,,,,,,ok,dry-run: no external connection
